,Date,Adj Close,daily_return
0,2000-01-03,37.83296585083008,
1,2000-01-04,40.17543411254883,0.06007488209242663
2,2000-01-05,39.77768707275391,-0.009949588336697335
3,2000-01-06,39.424110412597656,-0.008928560216634115
4,2000-01-07,40.35225296020508,0.023269660050849725
5,2000-01-10,40.52906036376953,0.004372028047817363
6,2000-01-11,40.13124465942383,-0.00986405716754847
7,2000-01-12,41.54558563232422,0.03463607387220815
8,2000-01-13,40.6616096496582,-0.021506877899248336
9,2000-01-14,41.19196701049805,0.01295886641651411
10,2000-01-17,41.05942535400391,-0.0032228456542026033
11,2000-01-18,39.55668258666992,-0.037285770748196695
12,2000-01-19,40.83840560913086,0.031888307131709745
13,2000-01-20,40.35225296020508,-0.011975723999053351
14,2000-01-21,40.26385498046875,-0.0021930608515773804
15,2000-01-24,40.396461486816406,0.0032880264205294735
16,2000-01-25,38.18658447265625,-0.056257932056192096
17,2000-01-26,38.67275238037109,0.01265101708644995
18,2000-01-27,38.14238357543945,-0.013809185558731727
19,2000-01-28,37.34679412841797,-0.021079018989557437
20,2000-01-31,36.94904708862305,-0.010707216803283508
21,2000-02-01,36.72802734375,-0.005999706409891967
22,2000-02-02,37.70042037963867,0.026131093605396845
23,2000-02-03,38.0097770690918,0.008172172879204466
24,2000-02-04,37.788822174072266,-0.005830068710361897
25,2000-02-07,36.50707626342773,-0.03450723718524747
26,2000-02-08,37.56781768798828,0.028641659311114082
27,2000-02-09,36.46287155151367,-0.029853246235464388
28,2000-02-10,35.62310028076172,-0.023300213389928007
29,2000-02-11,35.9325065612793,0.008648049328707165
30,2000-02-14,34.20880126953125,-0.04915940302056517
31,2000-02-15,34.297203063964844,0.002580849499614999
32,2000-02-16,35.53474044799805,0.03544701460701582
33,2000-02-17,36.816436767578125,0.03543357461934007
34,2000-02-18,36.19767761230469,-0.01694943433124981
35,2000-02-21,35.888309478759766,-0.00858336121609154
36,2000-02-22,36.55128479003906,0.01830473595081064
37,2000-02-23,37.30260467529297,0.02034681749630574
38,2000-02-24,36.50707626342773,-0.021557042619609428
39,2000-02-25,36.10932540893555,-0.010954958472214435
40,2000-02-28,36.33027648925781,0.006100303141724635
