,Date,Adj Close,daily_return
0,2000-01-03,156.50282287597656,
1,2000-01-04,153.65731811523438,-0.018349131446086075
2,2000-01-05,151.9184112548828,-0.011381307242875505
3,2000-01-06,148.75669860839844,-0.02103153260144644
4,2000-01-07,149.7052459716797,0.006356257969274894
5,2000-01-10,153.18304443359375,0.022965241117943527
6,2000-01-11,152.3926544189453,-0.0051731324203523775
7,2000-01-12,151.9184112548828,-0.003116834065419496
8,2000-01-13,152.86692810058594,0.006224183288288692
9,2000-01-14,155.0801544189453,0.01437431657652716
10,2000-01-17,155.2380828857422,0.0010178485273910575
11,2000-01-18,154.2896728515625,-0.006128128961908999
12,2000-01-19,152.55068969726562,-0.011334895829902141
13,2000-01-20,150.33755493164062,-0.014613800249662669
14,2000-01-21,150.65371704101562,0.0021008066020104495
15,2000-01-24,151.76031494140625,0.007318462256775724
16,2000-01-25,148.59861755371094,-0.02105357178176333
17,2000-01-26,149.3890380859375,0.005305067985530479
18,2000-01-27,150.17941284179688,0.005276767879675547
19,2000-01-28,149.23092651367188,-0.006335716414833122
20,2000-01-31,148.44058227539062,-0.005310189736870351
21,2000-02-01,149.3890380859375,0.006369138272027815
22,2000-02-02,149.23092651367188,-0.0010589485351575336
23,2000-02-03,150.0214080810547,0.0052830559001362685
24,2000-02-04,150.17941284179688,0.0010526605146968311
25,2000-02-07,149.54713439941406,-0.004219041563707789
26,2000-02-08,150.65371704101562,0.007372315223489411
27,2000-02-09,150.8118133544922,0.0010488517726221238
28,2000-02-10,149.23092651367188,-0.010537841847236907
29,2000-02-11,148.75669860839844,-0.0031828724795752907
30,2000-02-14,148.28248596191406,-0.0031929326095227165
31,2000-02-15,147.017822265625,-0.008565324131794403
32,2000-02-16,148.28248596191406,0.008565324131794477
33,2000-02-17,149.0729217529297,0.005316450498556731
34,2000-02-18,148.59861755371094,-0.0031867648598316134
35,2000-02-21,145.59500122070312,-0.02042002620467481
36,2000-02-22,145.27880859375,-0.00217408883735153
37,2000-02-23,145.91122436523438,0.004343670416176355
